index,Paper,Structure name ,Smiles,Standard Relation,Standard Value,Standard Units,Unnamed: 6,InChi,MW,standardized_Standard Units,neg_log_M_Standard_Valuemean,binary_activities,SMILES
59,PMID30134630,2-(2-Bromo-4-methoxyphenyl)-N-(7-((1234-tetrahydroacridin-9-yl)amino)heptyl)acetamide (12a).,COc1ccc(CC(=O)NCCCCCCCNc2c3c(nc4ccccc24)CCCC3)c(Br)c1,'=',0.324,µM,,AOAAQMGXLFDQQZ-UHFFFAOYSA-N,537.199089,um,6.489455,1,COc1ccc(CC(=O)NCCCCCCCNc2c3c(nc4ccccc24)CCCC3)c(Br)c1
60,PMID30134630,2-(2-Bromo-5-chlorophenyl)-N-(7-((1234-tetrahydroacridin-9-yl)amino)heptyl)acetamide (12k).,O=C(Cc1cc(Cl)ccc1Br)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,'=',0.383,µM,,LXQQGWBYAAWONC-UHFFFAOYSA-N,541.149552,um,6.416801,1,O=C(Cc1cc(Cl)ccc1Br)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2
61,PMID30134630,2-(2-Bromophenyl)-N-(7-((1234-tetrahydroacridin-9-yl)amino)heptyl)acetamide (12d).,O=C(Cc1ccccc1Br)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,'=',0.304,µM,,LECHZHYFAJVBTP-UHFFFAOYSA-N,507.188525,um,6.517126,1,O=C(Cc1ccccc1Br)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2
62,PMID30134630,2-(35-Dibromo-4-methoxyphenyl)-N-(10-((1234-tetrahydroacridin-9-yl)amino)decyl)acetamide (10h).,COc1c(Br)cc(CC(=O)NCCCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1Br,'=',0.638,µM,,JCZDRILCAUYUEF-UHFFFAOYSA-N,657.156552,um,6.195179,1,COc1c(Br)cc(CC(=O)NCCCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1Br
63,PMID30134630,2-(35-Dibromo-4-methoxyphenyl)-N-(2-((1234-tetrahydroacridin-9-yl)amino)ethyl)acetamide (10a).,COc1c(Br)cc(CC(=O)NCCNc2c3c(nc4ccccc24)CCCC3)cc1Br,'=',0.88,µM,,NMGGBYXKOBLMLD-UHFFFAOYSA-N,545.031351,um,6.055517,1,COc1c(Br)cc(CC(=O)NCCNc2c3c(nc4ccccc24)CCCC3)cc1Br
64,PMID30134630,2-(35-Dibromo-4-methoxyphenyl)-N-(3-((1234-tetrahydroacridin-9-yl)amino)propyl)acetamide (10b).,COc1c(Br)cc(CC(=O)NCCCNc2c3c(nc4ccccc24)CCCC3)cc1Br,'=',0.771,µM,,IUEWHLAFEWBSCV-UHFFFAOYSA-N,559.047001,um,6.112946,1,COc1c(Br)cc(CC(=O)NCCCNc2c3c(nc4ccccc24)CCCC3)cc1Br
65,PMID30134630,2-(35-Dibromo-4-methoxyphenyl)-N-(4-((1234-tetrahydroacridin-9-yl)amino)butyl)acetamide (10c).,COc1c(Br)cc(CC(=O)NCCCCNc2c3c(nc4ccccc24)CCCC3)cc1Br,'=',1.045,µM,,UUVSFRYDTFZITA-UHFFFAOYSA-N,573.062651,um,5.980884,0,COc1c(Br)cc(CC(=O)NCCCCNc2c3c(nc4ccccc24)CCCC3)cc1Br
66,PMID30134630,2-(35-Dibromo-4-methoxyphenyl)-N-(5-((1234-tetrahydroacridin-9-yl)amino)pentyl)acetamide (10d).,COc1c(Br)cc(CC(=O)NCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1Br,'=',0.764,µM,,GLBODMQWKVBXFV-UHFFFAOYSA-N,587.078301,um,6.116907,1,COc1c(Br)cc(CC(=O)NCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1Br
67,PMID30134630,2-(35-Dibromo-4-methoxyphenyl)-N-(6-((1234-tetrahydroacridin-9-yl)amino)hexyl)acetamide (10e).,COc1c(Br)cc(CC(=O)NCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1Br,'=',0.686,µM,,HGXJMYYRGQAMHE-UHFFFAOYSA-N,601.093951,um,6.163676,1,COc1c(Br)cc(CC(=O)NCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1Br
68,PMID30134630,2-(35-Dibromo-4-methoxyphenyl)-N-(7-((1234-tetrahydroacridin-9-yl)amino)heptyl)acetamide (10f).,COc1c(Br)cc(CC(=O)NCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1Br,'=',0.314,µM,,FJTLOODEZQGEIJ-UHFFFAOYSA-N,615.109602,um,6.50307,1,COc1c(Br)cc(CC(=O)NCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1Br
69,PMID30134630,2-(35-Dibromo-4-methoxyphenyl)-N-(8-((1234-tetrahydroacridin-9-yl)amino)octyl)acetamide (10g).,COc1c(Br)cc(CC(=O)NCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1Br,'=',0.427,µM,,RARXBAXHKLWGJY-UHFFFAOYSA-N,629.125252,um,6.369572,1,COc1c(Br)cc(CC(=O)NCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1Br
70,PMID30134630,2-(35-Dibromophenyl)-N-(7-((1234-tetrahydroacridin-9-yl)amino)heptyl)acetamide (12h).,O=C(Cc1cc(Br)cc(Br)c1)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,'=',0.729,µM,,XZQUIFOZBCDVJD-UHFFFAOYSA-N,585.099037,um,6.137272,1,O=C(Cc1cc(Br)cc(Br)c1)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2
71,PMID30134630,2-(3-Bromo-4-fluorophenyl)-N-(7-((1234-tetrahydroacridin-9-yl)amino)heptyl)acetamide (12i).,O=C(Cc1ccc(F)c(Br)c1)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,'=',0.748,µM,,BTYJBZUZISNOTR-UHFFFAOYSA-N,525.179103,um,6.126098,1,O=C(Cc1ccc(F)c(Br)c1)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2
72,PMID30134630,2-(3-Bromo-4-methoxyphenyl)-N-(7-((1234-tetrahydroacridin-9-yl)amino)heptyl)acetamide (12c).,COc1ccc(CC(=O)NCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1Br,'=',0.607,µM,,MZLBVDBJFJXEHY-UHFFFAOYSA-N,537.199089,um,6.216811,1,COc1ccc(CC(=O)NCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1Br
73,PMID30134630,2-(3-Bromophenyl)-N-(7-((1234-tetrahydroacridin-9-yl)amino)heptyl)acetamide (12e).,O=C(Cc1cccc(Br)c1)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,'=',0.724,µM,,AZBHKCFWAPYHJQ-UHFFFAOYSA-N,507.188525,um,6.140261,1,O=C(Cc1cccc(Br)c1)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2
74,PMID30134630,2-(4-Bromophenyl)-N-(7-((1234-tetrahydroacridin-9-yl)amino)heptyl)acetamide (12f).,O=C(Cc1ccc(Br)cc1)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,'=',0.597,µM,,HULYIFLZSXGKKP-UHFFFAOYSA-N,507.188525,um,6.224026,1,O=C(Cc1ccc(Br)cc1)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2
75,PMID29414887,2-(4-Hydroxy-5-((2-methoxybenzyl)amino)pentyl)isoindoline-13-dione (13),COc1ccccc1CNCC(O)CCCN1C(=O)c2ccccc2C1=O,'=',11.07,µM,,VTEVIJFQEARZFV-UHFFFAOYSA-N,368.173607,um,4.955852,0,COc1ccccc1CNCC(O)CCCN1C(=O)c2ccccc2C1=O
76,PMID30134630,2-(4-Methoxyphenyl)-N-(7-((1234-tetrahydroacridin-9-yl)amino)heptyl)acetamide (12b).,COc1ccc(CC(=O)NCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1,'=',0.75,µM,,XJYYYOXWBHNVPQ-UHFFFAOYSA-N,459.288577,um,6.124939,1,COc1ccc(CC(=O)NCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1
77,PMID29414887,2-(5-(Benzylamino)-4-hydroxypentyl)isoindoline-13-dione (12),O=C1c2ccccc2C(=O)N1CCCC(O)CNCc1ccccc1,'=',3.32,µM,,ZHYPVKPPNDDXHA-UHFFFAOYSA-N,338.163043,um,5.478862,0,O=C1c2ccccc2C(=O)N1CCCC(O)CNCc1ccccc1
78,PMID30134630,2-(5-Bromo-2-fluorophenyl)-N-(7-((1234-tetrahydroacridin-9-yl)amino)heptyl)acetamide (12j).,O=C(Cc1cc(Br)ccc1F)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,'=',0.182,µM,,ASTSKDWECOYVKB-UHFFFAOYSA-N,525.179103,um,6.739929,1,O=C(Cc1cc(Br)ccc1F)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2
79,PMID29414887,2-(5-Hydroxy-6-((2-methoxybenzyl)amino)hexyl)isoindoline-13-dione (15),COc1ccccc1CNCC(O)CCCCN1C(=O)c2ccccc2C1=O,'=',1.95,µM,,CGZMZNXKMJXWNO-UHFFFAOYSA-N,382.189257,um,5.709965,0,COc1ccccc1CNCC(O)CCCCN1C(=O)c2ccccc2C1=O
80,PMID29414887,2-(6-(Benzylamino)-5-hydroxyhexyl)isoindoline-13-dione (14),O=C1c2ccccc2C(=O)N1CCCCC(O)CNCc1ccccc1,'=',2.13,µM,,YAHRMGOOFQNENK-UHFFFAOYSA-N,352.178693,um,5.67162,0,O=C1c2ccccc2C(=O)N1CCCCC(O)CNCc1ccccc1
81,PMID30110946,2-(9-Acridinylamino)-2-oxoethyl 4-(4-(trifluoromethyl)benzyl)piperazine-1-carbodithioate ,O=C(CSC(=S)N1CCN(Cc2ccc(C(F)(F)F)cc2)CC1)Nc1c2ccccc2nc2ccccc12,'=',45.945,µM,,LQAFXOQGTBPSEZ-UHFFFAOYSA-N,554.142188,um,4.337762,0,O=C(CSC(=S)N1CCN(Cc2ccc(C(F)(F)F)cc2)CC1)Nc1c2ccccc2nc2ccccc12
82,PMID30700752,2-(adamantan-1-yl)-7-methylimidazo[12-a]pyridine hydrate,Cc1ccn2cc(C34CC5CC(CC(C5)C3)C4)nc2c1,'=',270,µM,,QGDBFZRLIMUGCI-UHFFFAOYSA-N,266.178299,um,3.568636,0,Cc1ccn2cc(C34CC5CC(CC(C5)C3)C4)nc2c1
83,PMID30700752,2-(adamantan-1-yl)-8-methylimidazo[12-a]pyridine hydrate,Cc1cccn2cc(C34CC5CC(CC(C5)C3)C4)nc12,'=',657,µM,,MFBZTIAOMQPDKK-UHFFFAOYSA-N,266.178299,um,3.182435,0,Cc1cccn2cc(C34CC5CC(CC(C5)C3)C4)nc12
84,PMID30621344,26-Dibenzyl-47-dioxo-36-diazadecanedioic acid,O=C(O)CCC(=O)N(CC(=O)NC(Cc1ccccc1)C(=O)O)Cc1ccccc1,'=',304.87,µM,,PQHYZBYHTGJGGM-UHFFFAOYSA-N,412.163436,um,3.515885,0,O=C(O)CCC(=O)N(CC(=O)NC(Cc1ccccc1)C(=O)O)Cc1ccccc1
85,PMID29597336,2-[(2E)-37-dimethylocta-26-dienyl]-39-dihydroxy-[1]benzofuro[32-c]chromen-6-one,CC(C)=CCCC(C)=CCc1cc2c(cc1O)oc(=O)c1c3ccc(O)cc3oc21,'=',144.8,µM,,CGMGCGYLRFAMQF-UHFFFAOYSA-N,404.162374,um,3.839231,0,CC(C)=CCCC(C)=CCc1cc2c(cc1O)oc(=O)c1c3ccc(O)cc3oc21
86,PMID29513045,2-Methoxyphenyl isothiocyanate,COc1ccccc1N=C=S,'=',0.57,mM,,QKAOOWJWWKWWOZ-UHFFFAOYSA-N,165.024835,mm,3.244125,0,COc1ccccc1N=C=S
87,PMID30134630,2-Phenyl-N-(7-((1234-tetrahydroacridin-9-yl)amino)heptyl)acetamide (12l).,O=C(Cc1ccccc1)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,'=',0.76,µM,,IMPAWKRTOVYQPF-UHFFFAOYSA-N,429.278013,um,6.119186,1,O=C(Cc1ccccc1)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2
88,PMID29597336,39-dihydroxy-[1]benzofuro[32-c]chromen-6-one,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,'=',42.33,µM,,ZZIALNLLNHEQPJ-UHFFFAOYSA-N,268.037173,um,4.373352,0,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12
89,PMID30301153,3-[(23-Dimethoxybenzoyl)oxy]propyl 356-trimethylpyrazine-2-carboxylate,COc1cccc(C(=O)OCCCOC(=O)c2nc(C)c(C)nc2C)c1OC,'=',167.9,nM,,ADTRYHFZWUEMKD-UHFFFAOYSA-N,388.163436,nm,6.774949,1,COc1cccc(C(=O)OCCCOC(=O)c2nc(C)c(C)nc2C)c1OC
90,PMID30301153,3-[(24-Dimethoxybenzoyl)oxy]propyl 356-trimethylpyrazine-2-carboxylate,COc1ccc(C(=O)OCCCOC(=O)c2nc(C)c(C)nc2C)c(OC)c1,'=',387.9,nM,,IALQXMYJZKSQBT-UHFFFAOYSA-N,388.163436,nm,6.41128,1,COc1ccc(C(=O)OCCCOC(=O)c2nc(C)c(C)nc2C)c(OC)c1
91,PMID30301153,3-[(26-Dimethoxybenzoyl)oxy]propyl 356-trimethylpyrazine-2-carboxylate,COc1cccc(OC)c1C(=O)OCCCOC(=O)c1nc(C)c(C)nc1C,'=',143.8,nM,,NAMNUSCDCFUDSC-UHFFFAOYSA-N,388.163436,nm,6.842241,1,COc1cccc(OC)c1C(=O)OCCCOC(=O)c1nc(C)c(C)nc1C
92,PMID30301153,3-[(34-Dimethoxybenzoyl)oxy]propyl 356-trimethylpyrazine-2-carboxylate,COc1ccc(C(=O)OCCCOC(=O)c2nc(C)c(C)nc2C)cc1OC,'=',4.12,nM,,UZLHMYXWRAEANU-UHFFFAOYSA-N,388.163436,nm,8.385103,1,COc1ccc(C(=O)OCCCOC(=O)c2nc(C)c(C)nc2C)cc1OC
93,PMID30301153,3-[(35-Dimethoxybenzoyl)oxy]propyl 356-trimethylpyrazine-2-carboxylate ,COc1cc(OC)cc(C(=O)OCCCOC(=O)c2nc(C)c(C)nc2C)c1,'=',4.43,nM,,ZYNDRGRZCLAGFL-UHFFFAOYSA-N,388.163436,nm,8.353596,1,COc1cc(OC)cc(C(=O)OCCCOC(=O)c2nc(C)c(C)nc2C)c1
94,PMID30301153,3-[(3-Chlorobenzoyl)oxy]propyl 356-trimethylpyrazine-2-carboxylate,Cc1nc(C)c(C(=O)OCCCOC(=O)c2cccc(Cl)c2)nc1C,'=',6.61,nM,,BFRLHYPDCSNDEK-UHFFFAOYSA-N,362.103335,nm,8.179799,1,Cc1nc(C)c(C(=O)OCCCOC(=O)c2cccc(Cl)c2)nc1C
95,PMID30301153,3-[(Pyridine-2-carbonyl)oxy]propyl 356-trimethylpyrazine-2-carboxylate,Cc1nc(C)c(C(=O)OCCCOC(=O)c2ccccn2)nc1C,'=',0.25,nM,,YBHRKLIWOBSYIG-UHFFFAOYSA-N,329.137556,nm,9.60206,1,Cc1nc(C)c(C(=O)OCCCOC(=O)c2ccccn2)nc1C
96,PMID31117844,3-[4-(1-naphthoylamino)-phenyl]-7-hydroxy-coumarin ,O=C(Nc1ccc(-c2cc3ccc(O)cc3oc2=O)cc1)c1cccc2ccccc12,'=',19.14,µM,,PVEIBDZWTOVJFF-UHFFFAOYSA-N,407.115758,um,4.718058,0,O=C(Nc1ccc(-c2cc3ccc(O)cc3oc2=O)cc1)c1cccc2ccccc12
97,PMID31117844,3-[4-(2 3-dichloro-benzoylamino)-phenyl]-8-methoxy-coumarin,COc1cccc2cc(-c3ccc(NC(=O)c4cccc(Cl)c4Cl)cc3)c(=O)oc12,'=',19.68,µM,,XPZRWCACYSJWRB-UHFFFAOYSA-N,439.037813,um,4.705975,0,COc1cccc2cc(-c3ccc(NC(=O)c4cccc(Cl)c4Cl)cc3)c(=O)oc12
98,PMID31117844,3-[4-(2-fluoro-benzoylamino)-phenyl]-8-methoxy-coumarin,COc1cccc2cc(-c3ccc(NC(=O)c4ccccc4F)cc3)c(=O)oc12,'=',48.95,µM,,RTWZBNCCSAXZQP-UHFFFAOYSA-N,389.106336,um,4.310247,0,COc1cccc2cc(-c3ccc(NC(=O)c4ccccc4F)cc3)c(=O)oc12
99,PMID31117844,3-[4-(2-methoxy-benzoylamino)-phenyl]-8-methoxy-coumarin,COc1ccccc1C(=O)Nc1ccc(-c2cc3cccc(OC)c3oc2=O)cc1,'=',48.21,µM,,GQABTSXXMRYPLY-UHFFFAOYSA-N,401.126323,um,4.316863,0,COc1ccccc1C(=O)Nc1ccc(-c2cc3cccc(OC)c3oc2=O)cc1
100,PMID31117844,3-[4-(2-naphthoylamino)-phenyl]-8-methoxy-coumarin,COc1cccc2cc(-c3ccc(NC(=O)c4ccc5ccccc5c4)cc3)c(=O)oc12,'=',0.128,µM,,FNQOQMUIPGQUJV-UHFFFAOYSA-N,421.131408,um,6.89279,1,COc1cccc2cc(-c3ccc(NC(=O)c4ccc5ccccc5c4)cc3)c(=O)oc12
101,PMID31117844,3-[4-(3-chloro-benzoylamino)-phenyl]-7-hydroxy-coumarin ,O=C(Nc1ccc(-c2cc3ccc(O)cc3oc2=O)cc1)c1cccc(Cl)c1,'=',1.944,µM,,ODDSLXJNHLEFCL-UHFFFAOYSA-N,391.061136,um,5.711304,0,O=C(Nc1ccc(-c2cc3ccc(O)cc3oc2=O)cc1)c1cccc(Cl)c1
102,PMID31117844,3-[4-(3-fluoro-benzoylamino)-phenyl]-8-methoxy-coumarin,COc1cccc2cc(-c3ccc(NC(=O)c4cccc(F)c4)cc3)c(=O)oc12,'=',4.165,µM,,LGXFIUIWLVXBSO-UHFFFAOYSA-N,389.106336,um,5.380385,0,COc1cccc2cc(-c3ccc(NC(=O)c4cccc(F)c4)cc3)c(=O)oc12
103,PMID31117844,3-[4-(3-methyl-benzoylamino)-phenyl]-8-methoxy-coumarin,COc1cccc2cc(-c3ccc(NC(=O)c4cccc(C)c4)cc3)c(=O)oc12,'=',8.259,µM,,UASZLKRXUCZXFC-UHFFFAOYSA-N,385.131408,um,5.083073,0,COc1cccc2cc(-c3ccc(NC(=O)c4cccc(C)c4)cc3)c(=O)oc12
104,PMID31117844,3-[4-(4-Chloromethyl-benzoylamino)-phenyl]-7 8-dihydroxy-coumarin,O=C(Nc1ccc(-c2cc3ccc(O)c(O)c3oc2=O)cc1)c1ccc(CCl)cc1,'=',48.21,µM,,RDWKSHDGFKAPDN-UHFFFAOYSA-N,421.0717,um,4.316863,0,O=C(Nc1ccc(-c2cc3ccc(O)c(O)c3oc2=O)cc1)c1ccc(CCl)cc1
105,PMID31117844,3-[4-(4-chloromethyl-benzoylamino)-phenyl]-7-hydroxy-coumarin,O=C(Nc1ccc(-c2cc3ccc(O)cc3oc2=O)cc1)c1ccc(CCl)cc1,'=',47.21,µM,,GZFHNKGGJGCBSB-UHFFFAOYSA-N,405.076786,um,4.325966,0,O=C(Nc1ccc(-c2cc3ccc(O)cc3oc2=O)cc1)c1ccc(CCl)cc1
106,PMID31117844,3-[4-(4-chloromethyl-benzoylamino)-phenyl]-8-methoxy-coumarin,COc1cccc2cc(-c3ccc(NC(=O)c4ccc(CCl)cc4)cc3)c(=O)oc12,'=',0.091,µM,,KAYVLXUZFXINIG-UHFFFAOYSA-N,419.092436,um,7.040959,1,COc1cccc2cc(-c3ccc(NC(=O)c4ccc(CCl)cc4)cc3)c(=O)oc12
107,PMID31117844,3-[4-(4-fluoro-benzoylamino)-phenyl]-8-methoxy-coumarin,COc1cccc2cc(-c3ccc(NC(=O)c4ccc(F)cc4)cc3)c(=O)oc12,'=',27.97,µM,,NYPMMUGVPLZMMC-UHFFFAOYSA-N,389.106336,um,4.553308,0,COc1cccc2cc(-c3ccc(NC(=O)c4ccc(F)cc4)cc3)c(=O)oc12
108,PMID31117844,3-[4-(4-trifluoromethyl-benzoylamino)-phenyl]-8-methoxy-coumarin,COc1cccc2cc(-c3ccc(NC(=O)c4ccc(C(F)(F)F)cc4)cc3)c(=O)oc12,'=',5.604,µM,,FBEUXWXPDRKBNN-UHFFFAOYSA-N,439.103143,um,5.251502,0,COc1cccc2cc(-c3ccc(NC(=O)c4ccc(C(F)(F)F)cc4)cc3)c(=O)oc12
109,PMID30727776,3-[4-(dimethylamino)phenyl]-7-[2-(piperidin-1-yl)ethoxy]-2H-chromen-2-one,CN(C)c1ccc(-c2cc3ccc(OCCN4CCCCC4)cc3oc2=O)cc1,'=',0.02,µM,,AKGBBXJNZKKUEC-UHFFFAOYSA-N,392.209993,um,7.69897,1,CN(C)c1ccc(-c2cc3ccc(OCCN4CCCCC4)cc3oc2=O)cc1
110,PMID30727776,3-[4-(dimethylamino)phenyl]-7-[3-(piperidin-1-yl)propoxy]-2H-chromen-2-one,CN(C)c1ccc(-c2cc3ccc(OCCCN4CCCCC4)cc3oc2=O)cc1,'=',0.33,µM,,FYLWMCQYBFYDJL-UHFFFAOYSA-N,406.225643,um,6.481486,1,CN(C)c1ccc(-c2cc3ccc(OCCCN4CCCCC4)cc3oc2=O)cc1
